system timestamp,,,,total pulse counted since start
Hr,Min,Sec,mSec,this sec,total,flow/s
21,52,32,.695,832.000000,54596.000000,1.848889
21,52,33,.695,779.000000,55375.000000,1.731111
21,52,34,.695,802.000000,56177.000000,1.782222
21,52,35,.695,806.000000,56983.000000,1.791111
21,52,36,.695,762.000000,57745.000000,1.693333
21,52,37,.695,809.000000,58554.000000,1.797778
21,52,38,.695,832.000000,59386.000000,1.848889
21,52,39,.694,775.000000,60161.000000,1.722222
21,52,40,.694,783.000000,60944.000000,1.740000
21,52,41,.694,832.000000,61776.000000,1.848889
21,52,42,.695,769.000000,62545.000000,1.708889
21,52,43,.695,810.000000,63355.000000,1.800000
21,52,44,.695,848.000000,64203.000000,1.884444
21,52,45,.695,751.000000,64954.000000,1.668889
21,52,46,.695,770.000000,65724.000000,1.711111
21,52,47,.695,742.000000,66466.000000,1.648889
21,52,48,.695,780.000000,67246.000000,1.733333
21,52,49,.695,830.000000,68076.000000,1.844444
21,52,50,.695,754.000000,68830.000000,1.675556
21,52,51,.695,771.000000,69601.000000,1.713333
21,52,52,.695,790.000000,70391.000000,1.755556
21,52,53,.695,716.000000,71107.000000,1.591111
21,52,54,.695,795.000000,71902.000000,1.766667
21,52,55,.695,734.000000,72636.000000,1.631111
21,52,56,.694,774.000000,73410.000000,1.720000
21,52,57,.694,772.000000,74182.000000,1.715556
21,52,58,.694,756.000000,74938.000000,1.680000
21,52,59,.695,728.000000,75666.000000,1.617778
21,53,00,.695,791.000000,76457.000000,1.757778
21,53,01,.695,761.000000,77218.000000,1.691111
21,53,02,.695,770.000000,77988.000000,1.711111
21,53,03,.695,755.000000,78743.000000,1.677778
21,53,04,.695,738.000000,79481.000000,1.640000
21,53,05,.695,713.000000,80194.000000,1.584444
21,53,06,.695,805.000000,80999.000000,1.788889
21,53,07,.695,812.000000,81811.000000,1.804444
21,53,08,.695,751.000000,82562.000000,1.668889
21,53,09,.695,760.000000,83322.000000,1.688889
21,53,10,.695,792.000000,84114.000000,1.760000
21,53,11,.695,792.000000,84906.000000,1.760000
21,53,12,.695,817.000000,85723.000000,1.815556
21,53,13,.694,799.000000,86522.000000,1.775556
21,53,14,.694,787.000000,87309.000000,1.748889
21,53,15,.694,743.000000,88052.000000,1.651111
21,53,16,.695,815.000000,88867.000000,1.811111
21,53,17,.695,785.000000,89652.000000,1.744444
21,53,18,.695,768.000000,90420.000000,1.706667
21,53,19,.695,774.000000,91194.000000,1.720000
21,53,20,.695,771.000000,91965.000000,1.713333
21,53,21,.695,885.000000,92850.000000,1.966667
21,53,22,.695,815.000000,93665.000000,1.811111
21,53,23,.695,54.000000,93719.000000,0.120000
21,53,24,.695,1412.000000,95131.000000,3.137778
21,53,25,.695,1511.000000,96642.000000,3.357778
21,53,26,.695,1498.000000,98140.000000,3.328889
21,53,27,.695,1540.000000,99680.000000,3.422222
21,53,28,.695,1537.000000,101217.000000,3.415556
21,53,29,.695,1583.000000,102800.000000,3.517778
21,53,30,.695,1546.000000,104346.000000,3.435556
21,53,31,.694,1536.000000,105882.000000,3.413333
21,53,32,.694,1551.000000,107433.000000,3.446667
21,53,33,.694,1518.000000,108951.000000,3.373333
