system timestamp,,,,total pulse counted since start
Hr,Min,Sec,mSec,this sec,total,flow/s
21,52,32,.695,24.000000,3917.000000,0.053333
21,52,33,.695,24.000000,3941.000000,0.053333
21,52,34,.695,21.000000,3962.000000,0.046667
21,52,35,.695,29.000000,3991.000000,0.064444
21,52,36,.695,26.000000,4017.000000,0.057778
21,52,37,.695,32.000000,4049.000000,0.071111
21,52,38,.695,34.000000,4083.000000,0.075556
21,52,39,.694,23.000000,4106.000000,0.051111
21,52,40,.694,15.000000,4121.000000,0.033333
21,52,41,.694,19.000000,4140.000000,0.042222
21,52,42,.695,28.000000,4168.000000,0.062222
21,52,43,.695,19.000000,4187.000000,0.042222
21,52,44,.695,29.000000,4216.000000,0.064444
21,52,45,.695,15.000000,4231.000000,0.033333
21,52,46,.695,17.000000,4248.000000,0.037778
21,52,47,.695,21.000000,4269.000000,0.046667
21,52,48,.695,23.000000,4292.000000,0.051111
21,52,49,.695,20.000000,4312.000000,0.044444
21,52,50,.695,26.000000,4338.000000,0.057778
21,52,51,.695,22.000000,4360.000000,0.048889
21,52,52,.695,20.000000,4380.000000,0.044444
21,52,53,.695,16.000000,4396.000000,0.035556
21,52,54,.695,25.000000,4421.000000,0.055556
21,52,55,.695,22.000000,4443.000000,0.048889
21,52,56,.694,17.000000,4460.000000,0.037778
21,52,57,.694,22.000000,4482.000000,0.048889
21,52,58,.694,11.000000,4493.000000,0.024444
21,52,59,.695,23.000000,4516.000000,0.051111
21,53,00,.695,26.000000,4542.000000,0.057778
21,53,01,.695,26.000000,4568.000000,0.057778
21,53,02,.695,25.000000,4593.000000,0.055556
21,53,03,.695,20.000000,4613.000000,0.044444
21,53,04,.695,25.000000,4638.000000,0.055556
21,53,05,.695,26.000000,4664.000000,0.057778
21,53,06,.695,21.000000,4685.000000,0.046667
21,53,07,.695,23.000000,4708.000000,0.051111
21,53,08,.695,15.000000,4723.000000,0.033333
21,53,09,.695,21.000000,4744.000000,0.046667
21,53,10,.695,21.000000,4765.000000,0.046667
21,53,11,.695,29.000000,4794.000000,0.064444
21,53,12,.695,28.000000,4822.000000,0.062222
21,53,13,.694,17.000000,4839.000000,0.037778
21,53,14,.694,20.000000,4859.000000,0.044444
21,53,15,.694,17.000000,4876.000000,0.037778
21,53,16,.695,23.000000,4899.000000,0.051111
21,53,17,.695,22.000000,4921.000000,0.048889
21,53,18,.695,27.000000,4948.000000,0.060000
21,53,19,.695,16.000000,4964.000000,0.035556
21,53,20,.695,23.000000,4987.000000,0.051111
21,53,21,.695,21.000000,5008.000000,0.046667
21,53,22,.695,20.000000,5028.000000,0.044444
21,53,23,.695,26.000000,5054.000000,0.057778
21,53,24,.695,31.000000,5085.000000,0.068889
21,53,25,.695,18.000000,5103.000000,0.040000
21,53,26,.695,25.000000,5128.000000,0.055556
21,53,27,.695,26.000000,5154.000000,0.057778
21,53,28,.695,29.000000,5183.000000,0.064444
21,53,29,.695,25.000000,5208.000000,0.055556
21,53,30,.695,23.000000,5231.000000,0.051111
21,53,31,.694,16.000000,5247.000000,0.035556
21,53,32,.694,19.000000,5266.000000,0.042222
21,53,33,.694,25.000000,5291.000000,0.055556
