system timestamp,,,,total pulse counted since start
Hr,Min,Sec,mSec,this sec,total,flow/s
21,03,14,.184,1452.000000,103021.000000,3.226667
21,03,15,.184,1480.000000,104501.000000,3.288889
21,03,16,.184,1428.000000,105929.000000,3.173333
21,03,17,.184,1521.000000,107450.000000,3.380000
21,03,18,.184,1459.000000,108909.000000,3.242222
21,03,19,.184,1527.000000,110436.000000,3.393333
21,03,20,.184,1510.000000,111946.000000,3.355556
21,03,21,.184,1476.000000,113422.000000,3.280000
21,03,22,.184,1481.000000,114903.000000,3.291111
21,03,23,.184,1538.000000,116441.000000,3.417778
21,03,24,.183,1529.000000,117970.000000,3.397778
21,03,25,.183,1490.000000,119460.000000,3.311111
21,03,26,.183,1358.000000,120818.000000,3.017778
21,03,27,.184,753.000000,121571.000000,1.673333
21,03,28,.184,775.000000,122346.000000,1.722222
21,03,29,.184,800.000000,123146.000000,1.777778
21,03,30,.184,830.000000,123976.000000,1.844444
21,03,31,.184,772.000000,124748.000000,1.715556
21,03,32,.184,697.000000,125445.000000,1.548889
21,03,33,.184,827.000000,126272.000000,1.837778
21,03,34,.184,687.000000,126959.000000,1.526667
21,03,35,.184,827.000000,127786.000000,1.837778
21,03,36,.184,747.000000,128533.000000,1.660000
21,03,37,.184,750.000000,129283.000000,1.666667
21,03,38,.184,831.000000,130114.000000,1.846667
21,03,39,.184,790.000000,130904.000000,1.755556
21,03,40,.184,774.000000,131678.000000,1.720000
21,03,41,.184,686.000000,132364.000000,1.524444
21,03,42,.183,789.000000,133153.000000,1.753333
21,03,43,.183,804.000000,133957.000000,1.786667
21,03,44,.183,714.000000,134671.000000,1.586667
21,03,45,.184,741.000000,135412.000000,1.646667
21,03,46,.184,609.000000,136021.000000,1.353333
21,03,47,.184,825.000000,136846.000000,1.833333
21,03,48,.184,730.000000,137576.000000,1.622222
21,03,49,.184,758.000000,138334.000000,1.684444
21,03,50,.184,711.000000,139045.000000,1.580000
21,03,51,.184,764.000000,139809.000000,1.697778
21,03,52,.184,762.000000,140571.000000,1.693333
21,03,53,.184,818.000000,141389.000000,1.817778
21,03,54,.184,688.000000,142077.000000,1.528889
21,03,55,.184,755.000000,142832.000000,1.677778
21,03,56,.184,809.000000,143641.000000,1.797778
21,03,57,.184,740.000000,144381.000000,1.644444
21,03,58,.184,800.000000,145181.000000,1.777778
21,03,59,.183,763.000000,145944.000000,1.695556
21,04,00,.183,778.000000,146722.000000,1.728889
21,04,01,.183,693.000000,147415.000000,1.540000
21,04,02,.184,751.000000,148166.000000,1.668889
21,04,03,.184,786.000000,148952.000000,1.746667
21,04,04,.184,736.000000,149688.000000,1.635556
21,04,05,.184,767.000000,150455.000000,1.704444
21,04,06,.184,791.000000,151246.000000,1.757778
21,04,07,.184,755.000000,152001.000000,1.677778
21,04,08,.184,769.000000,152770.000000,1.708889
21,04,09,.184,800.000000,153570.000000,1.777778
21,04,10,.184,666.000000,154236.000000,1.480000
21,04,11,.184,756.000000,154992.000000,1.680000
21,04,12,.184,784.000000,155776.000000,1.742222
21,04,13,.184,739.000000,156515.000000,1.642222
21,04,14,.184,701.000000,157216.000000,1.557778
21,04,15,.184,767.000000,157983.000000,1.704444
21,04,16,.184,773.000000,158756.000000,1.717778
21,04,17,.183,761.000000,159517.000000,1.691111
21,04,18,.183,809.000000,160326.000000,1.797778
21,04,19,.183,765.000000,161091.000000,1.700000
21,04,20,.184,823.000000,161914.000000,1.828889
21,04,21,.184,693.000000,162607.000000,1.540000
21,04,22,.184,818.000000,163425.000000,1.817778
21,04,23,.184,783.000000,164208.000000,1.740000
21,04,24,.184,713.000000,164921.000000,1.584444
21,04,25,.184,787.000000,165708.000000,1.748889
21,04,26,.184,798.000000,166506.000000,1.773333
21,04,27,.184,820.000000,167326.000000,1.822222
21,04,28,.184,764.000000,168090.000000,1.697778
21,04,29,.184,798.000000,168888.000000,1.773333
21,04,30,.184,793.000000,169681.000000,1.762222
21,04,31,.184,807.000000,170488.000000,1.793333
21,04,32,.184,809.000000,171297.000000,1.797778
21,04,33,.184,792.000000,172089.000000,1.760000
21,04,34,.183,757.000000,172846.000000,1.682222
21,04,35,.183,755.000000,173601.000000,1.677778
21,04,36,.183,728.000000,174329.000000,1.617778
21,04,37,.184,808.000000,175137.000000,1.795556
21,04,38,.184,731.000000,175868.000000,1.624444
21,04,39,.184,794.000000,176662.000000,1.764444
21,04,40,.184,777.000000,177439.000000,1.726667
21,04,41,.184,793.000000,178232.000000,1.762222
21,04,42,.184,796.000000,179028.000000,1.768889
21,04,43,.184,772.000000,179800.000000,1.715556
21,04,44,.184,818.000000,180618.000000,1.817778
21,04,45,.184,839.000000,181457.000000,1.864444
21,04,46,.184,714.000000,182171.000000,1.586667
21,04,47,.184,741.000000,182912.000000,1.646667
21,04,48,.184,796.000000,183708.000000,1.768889
21,04,49,.184,769.000000,184477.000000,1.708889
21,04,50,.184,819.000000,185296.000000,1.820000
21,04,51,.184,761.000000,186057.000000,1.691111
21,04,52,.183,804.000000,186861.000000,1.786667
21,04,53,.183,768.000000,187629.000000,1.706667
21,04,54,.183,808.000000,188437.000000,1.795556
21,04,55,.184,836.000000,189273.000000,1.857778
21,04,56,.184,722.000000,189995.000000,1.604444
21,04,57,.184,801.000000,190796.000000,1.780000
21,04,58,.184,705.000000,191501.000000,1.566667
21,04,59,.184,741.000000,192242.000000,1.646667
21,05,00,.184,760.000000,193002.000000,1.688889
21,05,01,.184,786.000000,193788.000000,1.746667
21,05,02,.184,800.000000,194588.000000,1.777778
21,05,03,.184,756.000000,195344.000000,1.680000
21,05,04,.184,785.000000,196129.000000,1.744444
21,05,05,.184,762.000000,196891.000000,1.693333
21,05,06,.184,760.000000,197651.000000,1.688889
21,05,07,.184,822.000000,198473.000000,1.826667
21,05,08,.184,0.000000,198473.000000,0.000000
21,05,09,.183,0.000000,198473.000000,0.000000
21,05,10,.183,1131.000000,199604.000000,2.513333
21,05,11,.183,1420.000000,201024.000000,3.155556
21,05,12,.184,1508.000000,202532.000000,3.351111
21,05,13,.184,1467.000000,203999.000000,3.260000
21,05,14,.184,1485.000000,205484.000000,3.300000
21,05,15,.184,1473.000000,206957.000000,3.273333
21,05,16,.184,1472.000000,208429.000000,3.271111
21,05,17,.184,1463.000000,209892.000000,3.251111
21,05,18,.184,1470.000000,211362.000000,3.266667
21,05,19,.184,1508.000000,212870.000000,3.351111
21,05,20,.184,1526.000000,214396.000000,3.391111
21,05,21,.184,1570.000000,215966.000000,3.488889
21,05,22,.184,1604.000000,217570.000000,3.564444
21,05,23,.184,1600.000000,219170.000000,3.555556
21,05,24,.184,1513.000000,220683.000000,3.362222
21,05,25,.184,1508.000000,222191.000000,3.351111
21,05,26,.184,1568.000000,223759.000000,3.484444
21,05,27,.183,1667.000000,225426.000000,3.704444
21,05,28,.183,1593.000000,227019.000000,3.540000
21,05,29,.183,1569.000000,228588.000000,3.486667
21,05,30,.184,1557.000000,230145.000000,3.460000
21,05,31,.184,1580.000000,231725.000000,3.511111
21,05,32,.184,1557.000000,233282.000000,3.460000
21,05,33,.184,1609.000000,234891.000000,3.575556
21,05,34,.184,1582.000000,236473.000000,3.515556
